,team,matchday,date,time,location,opponent,score,score_against,xg_against,xG,PSxG,assists,shots,shots_on_target,yellows,reds,touches,tackles,interceptions,blocks_by_player,non_penalty_expected_goals,expected_assisted_goals,shot_creating_actions,goal_creating_actions,passes_completed,progressive_passes,carries,progressive_carries,progressive_passing_distance,expected_assists,key_passes,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,through_balls,crosses,corner_kicks,passes_offside,tackles_won,dribblers_tackled,dribbler_tackles_attempts,unsuccessful_dribbler_challenge,clearances,error_leading_to_opponent_shot,touches_in_attacking_penalty_area,player_take_ons_tackled,carries_into_penalty_box,failed_controls,dispossession_after_tackle,double_yellows,fouls,offsides,penalty_kicks_won,penalty_kicks_conceded,own_goals,recoveries,aerials_won,aerials_lost
0,Almería,1,2023-08-11,19:30:00,Home,Rayo Vallecano,0,2,2.1,1.3499999999999999,0.035555555555555556,0.0,19.0,5.0,1.0,0.0,650.0,17.0,4.0,9.0,1.2,1.2,35.0,0.0,448.0,39.0,391.0,18.0,2737.0,0.8,16.0,29.0,10.0,2.0,1.0,26.0,8.0,1.0,12.0,8.0,12.0,4.0,14.0,0.0,24.0,16.0,4.0,18.0,3.0,0.0,16.0,1.0,0.0,2.0,0.0,47.0,11.0,18.0
1,Rayo Vallecano,1,2023-08-11,19:30:00,Away,Almería,2,0,1.4,2.08,0.20400000000000001,0.0,8.0,2.0,3.0,0.0,458.0,19.0,10.0,6.0,0.5,0.2,17.0,3.0,268.0,18.0,289.0,10.0,1875.0,0.5,5.0,26.0,5.0,1.0,0.0,8.0,3.0,1.0,10.0,16.0,28.0,12.0,29.0,0.0,15.0,8.0,2.0,10.0,9.0,0.0,25.0,1.0,1.0,0.0,0.0,41.0,18.0,11.0
0,Sevilla,1,2023-08-11,22:00:00,Home,Valencia,1,2,1.1,0.71,0.0975,1.0,9.0,3.0,3.0,1.0,585.0,23.0,9.0,12.0,0.7,0.6,17.0,2.0,339.0,23.0,320.0,15.0,2502.0,0.4,8.0,24.0,7.0,5.0,0.0,34.0,8.0,3.0,12.0,7.0,19.0,12.0,7.0,0.0,16.0,13.0,4.0,18.0,11.0,0.0,15.0,3.0,0.0,0.0,0.0,58.0,17.0,19.0
1,Valencia,1,2023-08-11,22:00:00,Away,Sevilla,2,1,0.7,1.1199999999999999,0.11199999999999999,2.0,10.0,3.0,2.0,0.0,516.0,24.0,10.0,12.0,1.1,1.1,19.0,4.0,275.0,26.0,232.0,13.0,1942.0,0.8,8.0,21.0,7.0,3.0,3.0,11.0,1.0,0.0,13.0,13.0,20.0,7.0,36.0,1.0,15.0,7.0,5.0,11.0,16.0,0.0,17.0,0.0,0.0,0.0,0.0,59.0,19.0,17.0
0,Real Sociedad,1,2023-08-12,17:00:00,Home,Girona,1,1,0.8,0.81,0.06333333333333334,1.0,6.0,1.0,5.0,0.0,548.0,15.0,4.0,10.0,0.8,0.9,12.0,2.0,369.0,20.0,315.0,9.0,2076.0,1.3,6.0,22.0,5.0,1.0,1.0,14.0,1.0,3.0,7.0,7.0,16.0,9.0,14.0,0.0,16.0,7.0,3.0,19.0,10.0,0.0,9.0,3.0,0.0,0.0,0.0,45.0,18.0,19.0
1,Girona,1,2023-08-12,17:00:00,Away,Real Sociedad,1,1,1.0,0.9,0.04928571428571428,1.0,15.0,2.0,2.0,0.0,512.0,17.0,7.0,7.0,1.0,0.8,23.0,1.0,331.0,34.0,324.0,13.0,2226.0,0.6,11.0,22.0,9.0,2.0,1.0,10.0,4.0,0.0,15.0,7.0,13.0,6.0,12.0,0.0,18.0,7.0,3.0,20.0,8.0,0.0,22.0,0.0,0.0,0.0,0.0,43.0,19.0,18.0
0,Las Palmas,1,2023-08-12,18:30:00,Home,Mallorca,1,1,1.6,0.93,0.22199999999999998,0.0,4.0,1.0,3.0,0.0,738.0,14.0,9.0,5.0,0.1,0.0,10.0,2.0,542.0,37.0,472.0,13.0,2687.0,0.0,3.0,33.0,5.0,0.0,1.0,5.0,3.0,1.0,5.0,4.0,8.0,4.0,19.0,0.0,9.0,12.0,3.0,12.0,13.0,0.0,11.0,1.0,1.0,1.0,0.0,37.0,14.0,15.0
1,Mallorca,1,2023-08-12,18:30:00,Away,Las Palmas,1,1,0.9,1.48,0.025,1.0,10.0,2.0,2.0,0.0,393.0,25.0,15.0,6.0,1.0,0.8,21.0,1.0,202.0,20.0,194.0,8.0,1803.0,0.7000000000000001,8.0,15.0,4.0,1.0,3.0,17.0,6.0,6.0,16.0,12.0,21.0,9.0,7.0,0.0,17.0,4.0,3.0,12.0,10.0,0.0,22.0,6.0,1.0,1.0,0.0,49.0,15.0,14.0
0,Athletic Club,1,2023-08-12,21:30:00,Home,Real Madrid,0,2,0.9,0.3,0.006666666666666667,0.0,7.0,1.0,3.0,0.0,658.0,16.0,7.0,9.0,0.5,0.2,10.0,0.0,453.0,41.0,425.0,13.0,2692.0,0.4,4.0,41.0,5.0,1.0,0.0,30.0,7.0,2.0,9.0,10.0,18.0,8.0,13.0,0.0,10.0,12.0,4.0,19.0,13.0,0.0,18.0,2.0,0.0,0.0,0.0,67.0,5.0,9.0
1,Real Madrid,1,2023-08-12,21:30:00,Away,Athletic Club,2,0,0.4,1.02,0.10428571428571429,2.0,14.0,8.0,1.0,0.0,770.0,25.0,10.0,11.0,0.9,0.8,26.0,4.0,556.0,49.0,528.0,21.0,3152.0,0.8,9.0,37.0,11.0,1.0,5.0,9.0,5.0,2.0,16.0,12.0,16.0,4.0,24.0,1.0,24.0,10.0,4.0,19.0,6.0,0.0,6.0,2.0,0.0,0.0,0.0,61.0,9.0,5.0
0,Celta Vigo,1,2023-08-13,17:00:00,Home,Osasuna,0,2,1.0,0.91,0.0,0.0,11.0,0.0,1.0,0.0,622.0,8.0,11.0,14.0,1.0,0.8,22.0,0.0,414.0,45.0,383.0,20.0,2853.0,1.0,10.0,28.0,8.0,1.0,2.0,22.0,7.0,6.0,5.0,1.0,6.0,5.0,12.0,0.0,23.0,6.0,4.0,15.0,12.0,0.0,11.0,6.0,0.0,0.0,0.0,63.0,15.0,15.0
1,Osasuna,1,2023-08-13,17:00:00,Away,Celta Vigo,2,0,1.0,0.98,0.13636363636363635,0.0,11.0,5.0,1.0,0.0,568.0,18.0,14.0,11.0,1.0,0.6,17.0,2.0,344.0,32.0,312.0,13.0,3173.0,0.30000000000000004,7.0,38.0,3.0,3.0,0.0,15.0,2.0,1.0,14.0,6.0,17.0,11.0,20.0,0.0,8.0,1.0,1.0,17.0,7.0,0.0,15.0,1.0,0.0,0.0,0.0,65.0,15.0,15.0
0,Villarreal,1,2023-08-13,19:30:00,Home,Real Betis,1,2,1.1,1.08,0.08750000000000001,2.0,12.0,5.0,3.0,0.0,485.0,25.0,16.0,20.0,1.1,0.8999999999999999,20.0,4.0,273.0,30.0,254.0,14.0,2143.0,1.2,10.0,18.0,9.0,3.0,1.0,14.0,4.0,1.0,17.0,15.0,22.0,7.0,19.0,0.0,22.0,11.0,4.0,15.0,12.0,0.0,17.0,1.0,0.0,0.0,0.0,64.0,6.0,22.0
1,Real Betis,1,2023-08-13,19:30:00,Away,Villarreal,2,1,0.9,0.9,0.021176470588235293,1.0,18.0,5.0,1.0,0.0,721.0,23.0,12.0,10.0,1.0,0.6000000000000001,33.0,2.0,511.0,50.0,409.0,23.0,3222.0,1.2000000000000002,13.0,42.0,8.0,1.0,1.0,19.0,9.0,2.0,17.0,11.0,19.0,8.0,8.0,0.0,34.0,15.0,6.0,14.0,10.0,0.0,13.0,2.0,0.0,0.0,0.0,55.0,22.0,6.0
0,Getafe,1,2023-08-13,21:30:00,Home,Barcelona,0,0,1.4,1.48,0.02642857142857143,0.0,14.0,3.0,2.0,1.0,856.0,9.0,3.0,5.0,1.5,1.3,28.0,0.0,680.0,50.0,582.0,34.0,3225.0,1.3,11.0,56.0,9.0,1.0,5.0,17.0,4.0,2.0,6.0,4.0,5.0,1.0,18.0,0.0,22.0,7.0,5.0,15.0,4.0,0.0,11.0,2.0,0.0,0.0,0.0,48.0,23.0,15.0
1,Barcelona,1,2023-08-13,21:30:00,Away,Getafe,0,0,0.6,0.52,0.055,0.0,5.0,2.0,8.0,1.0,373.0,11.0,15.0,6.0,0.6,0.6,9.0,0.0,186.0,21.0,152.0,4.0,1893.0,1.1,4.0,17.0,7.0,2.0,1.0,17.0,3.0,4.0,6.0,7.0,19.0,12.0,27.0,0.0,13.0,4.0,0.0,15.0,5.0,1.0,20.0,4.0,0.0,0.0,0.0,37.0,15.0,23.0
0,Cádiz,1,2023-08-14,19:30:00,Home,Alavés,1,0,0.3,0.23,0.0044444444444444444,0.0,10.0,2.0,2.0,0.0,495.0,9.0,11.0,6.0,0.1,0.1,17.0,0.0,302.0,36.0,253.0,16.0,2247.0,0.30000000000000004,8.0,29.0,6.0,2.0,0.0,24.0,4.0,2.0,6.0,2.0,9.0,7.0,14.0,0.0,14.0,3.0,1.0,14.0,10.0,0.0,15.0,2.0,0.0,0.0,0.0,54.0,26.0,19.0
1,Alavés,1,2023-08-14,19:30:00,Away,Cádiz,0,1,0.7,0.66,0.03666666666666667,1.0,12.0,3.0,3.0,1.0,430.0,13.0,5.0,9.0,0.6,0.4,21.0,2.0,226.0,13.0,205.0,11.0,1890.0,0.5,9.0,14.0,0.0,0.0,1.0,12.0,2.0,2.0,9.0,3.0,10.0,7.0,26.0,0.0,11.0,2.0,3.0,13.0,7.0,0.0,19.0,2.0,0.0,0.0,0.0,51.0,19.0,26.0
0,Atlético Madrid,1,2023-08-14,21:30:00,Home,Granada,3,1,0.9,2.33,0.1346153846153846,1.0,14.0,6.0,3.0,0.0,590.0,15.0,16.0,11.0,2.3,1.7,25.0,6.0,386.0,46.0,338.0,23.0,2453.0,1.9,11.0,25.0,15.0,3.0,2.0,18.0,3.0,3.0,8.0,3.0,6.0,3.0,15.0,1.0,36.0,8.0,8.0,13.0,12.0,0.0,15.0,3.0,0.0,0.0,0.0,67.0,15.0,9.0
1,Granada,1,2023-08-14,21:30:00,Away,Atlético Madrid,1,3,2.4,0.95,0.15142857142857144,1.0,7.0,4.0,1.0,0.0,657.0,20.0,4.0,12.0,0.8999999999999999,0.7,10.0,2.0,458.0,25.0,396.0,12.0,2786.0,0.6000000000000001,5.0,22.0,3.0,1.0,0.0,12.0,3.0,0.0,9.0,8.0,19.0,11.0,15.0,1.0,11.0,3.0,1.0,15.0,12.0,0.0,9.0,0.0,0.0,0.0,0.0,54.0,9.0,15.0
0,Mallorca,2,2023-08-18,19:30:00,Home,Villarreal,0,1,1.8,0.39,0.00625,0.0,8.0,1.0,2.0,0.0,469.0,27.0,6.0,7.0,0.30000000000000004,0.30000000000000004,14.0,0.0,288.0,27.0,282.0,30.0,2168.0,0.4,5.0,30.0,5.0,2.0,0.0,28.0,6.0,6.0,17.0,10.0,18.0,8.0,17.0,1.0,16.0,7.0,2.0,13.0,8.0,0.0,12.0,6.0,0.0,0.0,0.0,44.0,15.0,11.0
1,Villarreal,2,2023-08-18,19:30:00,Away,Mallorca,1,0,0.4,1.9300000000000002,0.09428571428571428,0.0,15.0,3.0,4.0,0.0,662.0,15.0,3.0,8.0,2.0,1.0,26.0,1.0,486.0,46.0,427.0,17.0,2697.0,1.2000000000000002,11.0,35.0,12.0,4.0,2.0,15.0,5.0,1.0,11.0,7.0,11.0,4.0,26.0,0.0,24.0,10.0,5.0,14.0,17.0,0.0,11.0,1.0,0.0,0.0,0.0,48.0,11.0,15.0
0,Valencia,2,2023-08-18,21:30:00,Home,Las Palmas,1,0,0.5,0.51,0.0,0.0,7.0,1.0,0.0,0.0,739.0,19.0,7.0,7.0,0.4,0.39999999999999997,12.0,0.0,549.0,35.0,493.0,9.0,2847.0,0.2,5.0,30.0,5.0,1.0,1.0,9.0,4.0,1.0,13.0,7.0,18.0,11.0,15.0,0.0,8.0,9.0,2.0,14.0,7.0,0.0,6.0,1.0,0.0,1.0,0.0,45.0,11.0,10.0
1,Las Palmas,2,2023-08-18,21:30:00,Away,Valencia,0,1,1.5,1.53,0.19777777777777777,0.0,8.0,3.0,0.0,0.0,502.0,16.0,9.0,9.0,0.7000000000000001,0.7000000000000001,16.0,1.0,317.0,27.0,284.0,16.0,1921.0,0.4,7.0,24.0,5.0,1.0,2.0,20.0,6.0,2.0,9.0,9.0,24.0,15.0,9.0,0.0,13.0,7.0,3.0,12.0,12.0,0.0,12.0,2.0,0.0,0.0,0.0,52.0,10.0,11.0
0,Real Sociedad,2,2023-08-19,17:00:00,Home,Celta Vigo,1,1,1.0,0.77,0.043125000000000004,0.0,17.0,6.0,1.0,0.0,539.0,13.0,10.0,10.0,0.9,0.5,33.0,1.0,300.0,21.0,256.0,13.0,1920.0,0.8,13.0,22.0,6.0,4.0,1.0,19.0,7.0,3.0,9.0,6.0,14.0,8.0,27.0,0.0,21.0,3.0,3.0,16.0,9.0,0.0,12.0,3.0,0.0,0.0,0.0,59.0,14.0,20.0
1,Celta Vigo,2,2023-08-19,17:00:00,Away,Real Sociedad,1,1,0.7,0.7000000000000001,0.056363636363636366,1.0,11.0,2.0,2.0,0.0,574.0,12.0,6.0,13.0,0.8,0.5,20.0,2.0,341.0,32.0,303.0,18.0,1990.0,0.30000000000000004,8.0,27.0,5.0,2.0,1.0,18.0,9.0,0.0,10.0,3.0,13.0,10.0,19.0,0.0,12.0,6.0,3.0,18.0,7.0,0.0,12.0,0.0,0.0,0.0,0.0,57.0,20.0,14.0
0,Almería,2,2023-08-19,19:30:00,Home,Real Madrid,1,3,2.0,1.33,0.10400000000000001,1.0,20.0,8.0,1.0,0.0,587.0,17.0,11.0,12.0,1.4000000000000001,1.2000000000000002,34.0,2.0,394.0,34.0,396.0,24.0,2686.0,1.1,17.0,26.0,11.0,8.0,1.0,26.0,4.0,1.0,8.0,11.0,23.0,12.0,20.0,1.0,23.0,8.0,3.0,7.0,6.0,0.0,10.0,1.0,0.0,0.0,0.0,37.0,10.0,8.0
1,Real Madrid,2,2023-08-19,19:30:00,Away,Almería,3,1,1.3,1.88,0.12458333333333332,2.0,25.0,9.0,0.0,0.0,736.0,14.0,10.0,7.0,2.0,1.9,46.0,5.0,548.0,55.0,477.0,32.0,2774.0,1.5,22.0,50.0,15.0,4.0,1.0,26.0,5.0,4.0,8.0,8.0,17.0,9.0,19.0,0.0,43.0,11.0,13.0,9.0,6.0,0.0,13.0,4.0,0.0,0.0,0.0,37.0,8.0,10.0
0,Osasuna,2,2023-08-19,21:30:00,Home,Athletic Club,0,2,1.5,1.55,0.19624999999999998,2.0,8.0,2.0,5.0,1.0,495.0,22.0,11.0,10.0,1.6,1.5,15.0,4.0,249.0,23.0,241.0,14.0,1772.0,1.2000000000000002,7.0,19.0,7.0,2.0,0.0,13.0,3.0,0.0,11.0,14.0,20.0,6.0,40.0,0.0,12.0,4.0,4.0,13.0,9.0,1.0,14.0,0.0,0.0,0.0,0.0,45.0,19.0,20.0
1,Athletic Club,2,2023-08-19,21:30:00,Away,Osasuna,2,0,1.3,1.3,0.10176470588235294,0.0,18.0,7.0,1.0,1.0,717.0,13.0,15.0,9.0,1.4000000000000001,1.0,36.0,0.0,474.0,60.0,389.0,24.0,3264.0,1.5,12.0,56.0,12.0,5.0,1.0,39.0,5.0,2.0,7.0,4.0,11.0,7.0,10.0,0.0,33.0,14.0,5.0,14.0,8.0,0.0,9.0,2.0,0.0,0.0,0.0,50.0,20.0,19.0
0,Girona,2,2023-08-20,19:00:00,Home,Getafe,3,0,0.7,0.7,0.03222222222222222,0.0,9.0,2.0,5.0,0.0,411.0,21.0,4.0,4.0,0.7000000000000001,0.6,17.0,0.0,209.0,23.0,196.0,11.0,1874.0,0.4,6.0,29.0,8.0,3.0,1.0,21.0,2.0,2.0,11.0,9.0,11.0,2.0,10.0,1.0,16.0,11.0,2.0,13.0,5.0,0.0,20.0,2.0,0.0,0.0,0.0,54.0,14.0,15.0
1,Getafe,2,2023-08-20,19:00:00,Away,Girona,0,3,1.4,1.19,0.295,2.0,7.0,6.0,2.0,0.0,679.0,16.0,4.0,9.0,1.3,0.9,13.0,6.0,472.0,34.0,348.0,13.0,3119.0,1.1,4.0,27.0,7.0,0.0,1.0,11.0,3.0,3.0,11.0,11.0,15.0,4.0,26.0,0.0,15.0,9.0,4.0,20.0,12.0,0.0,11.0,3.0,0.0,0.0,0.0,54.0,15.0,14.0
0,Barcelona,2,2023-08-20,19:30:00,Home,Cádiz,2,0,1.1,3.03,0.10260869565217391,2.0,24.0,10.0,4.0,0.0,748.0,11.0,5.0,5.0,3.5,2.5,42.0,4.0,585.0,58.0,522.0,40.0,2796.0,2.1,17.0,49.0,15.0,6.0,5.0,29.0,10.0,1.0,9.0,4.0,8.0,4.0,9.0,1.0,40.0,3.0,11.0,16.0,8.0,0.0,9.0,1.0,0.0,0.0,0.0,45.0,12.0,15.0
1,Cádiz,2,2023-08-20,19:30:00,Away,Barcelona,0,2,3.4,1.16,0.028000000000000004,0.0,10.0,1.0,3.0,0.0,316.0,11.0,8.0,12.0,1.2,0.5,16.0,0.0,151.0,14.0,124.0,8.0,1612.0,0.5,8.0,12.0,5.0,5.0,0.0,15.0,2.0,1.0,6.0,3.0,15.0,12.0,20.0,0.0,16.0,4.0,3.0,6.0,7.0,0.0,22.0,1.0,0.0,0.0,0.0,27.0,15.0,12.0
0,Real Betis,2,2023-08-20,21:30:00,Home,Atlético Madrid,0,0,0.5,0.31,0.0275,0.0,5.0,1.0,1.0,0.0,628.0,21.0,8.0,14.0,0.4,0.4,10.0,0.0,438.0,43.0,414.0,14.0,2550.0,0.8,4.0,34.0,10.0,1.0,0.0,17.0,7.0,2.0,9.0,9.0,18.0,9.0,14.0,0.0,23.0,5.0,4.0,15.0,7.0,0.0,8.0,2.0,0.0,0.0,0.0,48.0,12.0,7.0
1,Atlético Madrid,2,2023-08-20,21:30:00,Away,Real Betis,0,0,0.7,0.77,0.0,0.0,14.0,0.0,2.0,0.0,695.0,12.0,9.0,9.0,0.7,0.6000000000000001,27.0,0.0,511.0,32.0,440.0,20.0,2834.0,0.6,12.0,31.0,10.0,2.0,0.0,17.0,2.0,3.0,8.0,5.0,10.0,5.0,18.0,0.0,20.0,9.0,5.0,14.0,12.0,0.0,10.0,3.0,0.0,0.0,0.0,50.0,7.0,12.0
0,Alavés,2,2023-08-21,19:00:00,Home,Sevilla,4,3,0.6,1.85,0.18642857142857142,4.0,14.0,7.0,1.0,0.0,426.0,17.0,2.0,10.0,1.8,1.6,26.0,8.0,194.0,31.0,142.0,9.0,1873.0,0.9,12.0,17.0,9.0,5.0,1.0,20.0,4.0,0.0,9.0,6.0,19.0,13.0,27.0,0.0,18.0,7.0,3.0,15.0,7.0,0.0,14.0,0.0,0.0,0.0,1.0,48.0,16.0,18.0
1,Sevilla,2,2023-08-21,19:00:00,Away,Alavés,3,4,1.8,0.6,0.04,1.0,12.0,2.0,2.0,0.0,719.0,14.0,8.0,2.0,0.6000000000000001,0.30000000000000004,22.0,4.0,500.0,48.0,439.0,17.0,2708.0,0.9,7.0,37.0,6.0,1.0,1.0,28.0,4.0,1.0,9.0,7.0,11.0,4.0,15.0,0.0,17.0,6.0,2.0,23.0,11.0,0.0,13.0,1.0,0.0,0.0,0.0,46.0,18.0,16.0
0,Granada,2,2023-08-21,21:30:00,Home,Rayo Vallecano,0,2,2.1,1.21,0.03928571428571429,0.0,14.0,7.0,2.0,1.0,523.0,18.0,5.0,5.0,1.2,0.8,25.0,0.0,308.0,29.0,332.0,24.0,2242.0,1.0,11.0,19.0,10.0,2.0,1.0,22.0,5.0,1.0,11.0,5.0,16.0,11.0,18.0,0.0,20.0,10.0,4.0,14.0,8.0,0.0,14.0,1.0,0.0,0.0,0.0,56.0,13.0,15.0
1,Rayo Vallecano,2,2023-08-21,21:30:00,Away,Granada,2,0,1.2,2.06,0.2225,2.0,17.0,9.0,1.0,0.0,552.0,18.0,5.0,8.0,2.1,1.6,30.0,3.0,334.0,31.0,312.0,15.0,2968.0,0.9,13.0,24.0,9.0,4.0,2.0,18.0,6.0,7.0,10.0,10.0,22.0,12.0,17.0,0.0,18.0,5.0,4.0,17.0,13.0,0.0,11.0,7.0,0.0,0.0,0.0,54.0,15.0,13.0
0,Las Palmas,3,2023-08-25,18:30:00,Home,Real Sociedad,0,0,1.0,0.92,0.06818181818181818,0.0,11.0,5.0,1.0,0.0,604.0,17.0,12.0,11.0,0.9,0.8,19.0,0.0,396.0,38.0,349.0,17.0,2456.0,0.9,10.0,23.0,6.0,0.0,3.0,12.0,5.0,3.0,9.0,10.0,23.0,13.0,12.0,1.0,18.0,7.0,4.0,20.0,5.0,0.0,7.0,3.0,0.0,0.0,0.0,58.0,20.0,19.0
1,Real Sociedad,3,2023-08-25,18:30:00,Away,Las Palmas,0,0,0.9,0.91,0.017142857142857144,0.0,8.0,1.0,4.0,0.0,563.0,12.0,6.0,9.0,0.9,0.9,12.0,0.0,359.0,32.0,331.0,14.0,2589.0,0.8,7.0,27.0,4.0,1.0,3.0,19.0,7.0,4.0,7.0,7.0,11.0,4.0,16.0,0.0,17.0,10.0,5.0,13.0,7.0,0.0,29.0,4.0,0.0,0.0,0.0,59.0,19.0,20.0
0,Celta Vigo,3,2023-08-25,21:30:00,Home,Real Madrid,0,1,1.4,1.26,0.023846153846153847,0.0,13.0,4.0,2.0,0.0,490.0,15.0,7.0,6.0,1.2000000000000002,1.0,25.0,0.0,302.0,33.0,305.0,11.0,2071.0,1.0,10.0,25.0,6.0,3.0,1.0,22.0,3.0,0.0,8.0,6.0,21.0,15.0,21.0,0.0,22.0,6.0,5.0,15.0,2.0,0.0,19.0,0.0,0.0,1.0,0.0,47.0,11.0,8.0
